SongId,Artist,Composer,Album,Language,TotalFrequency
song697,artist37,composer94,album4,language4,5051
song698,artist86,composer25,album15,language1,4823
song699,artist66,composer19,album7,language3,5180
song700,artist27,composer34,album49,language3,5147
song701,artist78,composer31,album5,language3,5215
song702,artist93,composer35,album13,language4,4738
song703,artist41,composer97,album5,language2,4870
song704,artist45,composer9,album14,language4,4724
song705,artist77,composer67,album20,language4,4929
song706,artist7,composer90,album44,language6,5433
song707,artist3,composer96,album35,language6,4659
song708,artist20,composer50,album34,language2,5191
song709,artist84,composer12,album12,language0,4964
song710,artist7,composer59,album8,language2,4610
song711,artist62,composer26,album14,language5,4667
song712,artist31,composer10,album27,language1,4553
song713,artist25,composer85,album30,language2,5067
song714,artist40,composer17,album23,language2,5493
song715,artist78,composer74,album30,language8,4601
song716,artist60,composer51,album49,language6,5180
song717,artist71,composer49,album1,language1,4986
song718,artist17,composer68,album42,language2,4963
song719,artist87,composer10,album46,language1,4566
song720,artist95,composer32,album40,language8,5022
song721,artist50,composer66,album31,language5,5242
song722,artist26,composer27,album1,language3,5446
song723,artist35,composer12,album7,language5,5098
song724,artist52,composer5,album8,language1,5219
song725,artist92,composer45,album2,language5,4652
song726,artist30,composer32,album3,language5,4311
song727,artist72,composer52,album46,language3,4937
song728,artist52,composer35,album29,language1,5294
song729,artist68,composer86,album19,language9,5666
song730,artist0,composer47,album43,language8,4826
song731,artist4,composer80,album0,language2,5501
song732,artist97,composer52,album7,language7,4890
song733,artist37,composer92,album26,language7,5490
song734,artist30,composer51,album30,language6,4829
song735,artist29,composer47,album14,language5,4982
song736,artist49,composer95,album37,language7,4819
song737,artist70,composer11,album31,language5,4249
song738,artist70,composer84,album41,language3,4523
song739,artist24,composer29,album28,language5,4882
song740,artist33,composer19,album21,language9,4449
song741,artist26,composer43,album40,language8,5016
song742,artist33,composer75,album22,language1,5227
song743,artist59,composer18,album38,language9,4606
song744,artist83,composer9,album47,language8,5252
song745,artist27,composer19,album49,language9,4572
song746,artist6,composer10,album9,language6,5155
song747,artist19,composer26,album47,language0,4660
song748,artist77,composer12,album44,language3,5218
song749,artist2,composer45,album49,language2,5525
song750,artist85,composer22,album36,language1,4869
song751,artist11,composer94,album12,language0,4713
song752,artist68,composer68,album47,language9,5314
song753,artist23,composer58,album10,language9,4636
song754,artist62,composer71,album38,language2,5157
song755,artist84,composer1,album16,language0,5477
song756,artist49,composer39,album31,language0,4731
song757,artist10,composer58,album13,language2,5077
song758,artist61,composer44,album48,language6,4678
song759,artist52,composer95,album30,language3,4650
song760,artist42,composer40,album13,language8,4911
song761,artist8,composer47,album13,language0,4946
song762,artist91,composer17,album42,language0,5417
song763,artist35,composer88,album25,language0,4745
song764,artist81,composer56,album32,language5,4981
song765,artist25,composer60,album30,language6,4516
song766,artist91,composer14,album34,language2,4868
song767,artist64,composer56,album46,language9,5096
song768,artist16,composer56,album37,language5,4822
song769,artist41,composer44,album5,language1,4582
song770,artist29,composer91,album9,language8,4912
song771,artist32,composer72,album19,language6,4856
song772,artist1,composer8,album31,language0,5487
song773,artist51,composer67,album35,language6,5278
song774,artist69,composer81,album19,language4,5597
song775,artist45,composer56,album1,language4,5132
song776,artist78,composer0,album43,language9,5000
song777,artist20,composer70,album34,language8,5182
song778,artist66,composer31,album39,language9,5318
song779,artist8,composer87,album11,language0,4323
song780,artist99,composer38,album14,language0,5216
song781,artist13,composer43,album18,language1,5248
song782,artist81,composer48,album9,language6,4931
song783,artist13,composer56,album44,language1,4897
song784,artist47,composer90,album37,language4,5006
song785,artist73,composer43,album27,language7,5114
song786,artist69,composer32,album20,language6,5361
song787,artist29,composer53,album49,language6,4485
song788,artist78,composer62,album44,language5,4941
song789,artist23,composer68,album23,language4,4864
song790,artist4,composer32,album7,language7,4963
song791,artist54,composer74,album30,language4,5190
song792,artist59,composer8,album38,language8,4895
song793,artist31,composer51,album43,language0,4856
song794,artist52,composer70,album21,language3,4670
song795,artist41,composer3,album41,language4,3763
song796,artist3,composer2,album3,language2,4803
song797,artist4,composer19,album30,language7,4816
song798,artist58,composer90,album22,language4,4661
song799,artist18,composer52,album32,language5,5475
song800,artist19,composer52,album19,language2,4807
song801,artist67,composer8,album25,language2,5109
song802,artist90,composer99,album5,language4,5731
song803,artist46,composer93,album25,language2,5243
song804,artist53,composer50,album3,language6,4606
song805,artist86,composer81,album31,language1,4792
song806,artist92,composer1,album37,language8,5213
song807,artist55,composer72,album19,language7,5164
song808,artist29,composer89,album12,language0,5606
song809,artist18,composer53,album28,language1,5131
song810,artist89,composer75,album34,language5,5008
song811,artist2,composer60,album33,language9,4548
song812,artist48,composer31,album29,language5,5106
song813,artist97,composer50,album24,language8,5540
song814,artist81,composer17,album17,language6,5151
song815,artist97,composer98,album42,language2,5100
song816,artist58,composer10,album23,language0,4855
song817,artist82,composer14,album29,language9,5054
song818,artist43,composer60,album45,language5,4596
song819,artist65,composer21,album34,language2,4846
song820,artist28,composer24,album3,language7,5174
song821,artist4,composer75,album26,language1,5399
song822,artist40,composer77,album43,language5,4904
song823,artist1,composer24,album21,language1,5176
song824,artist32,composer52,album34,language1,5324
song825,artist66,composer67,album38,language4,5061
song826,artist15,composer64,album9,language5,4948
song827,artist59,composer14,album47,language2,5060
song828,artist44,composer67,album47,language0,5033
song829,artist4,composer66,album39,language9,4960
song830,artist80,composer8,album14,language2,5421
song831,artist48,composer2,album11,language2,5150
song832,artist37,composer26,album16,language6,5182
song833,artist50,composer97,album44,language9,4939
song834,artist52,composer70,album44,language2,5257
song835,artist24,composer10,album7,language4,5062
song836,artist7,composer5,album18,language3,4803
song837,artist1,composer95,album26,language7,5352
song838,artist89,composer59,album29,language8,5539
song839,artist63,composer88,album13,language4,4596
song840,artist51,composer57,album40,language0,4840
song841,artist4,composer35,album34,language3,4835
song842,artist85,composer26,album22,language1,5755
song843,artist49,composer78,album5,language2,5116
song844,artist84,composer15,album3,language4,5019
song845,artist58,composer85,album47,language6,5288
song846,artist82,composer82,album46,language9,4677
song847,artist90,composer20,album22,language9,5482
song848,artist8,composer80,album47,language3,5288
song849,artist89,composer94,album27,language9,5180
song850,artist7,composer74,album17,language4,5060
song851,artist31,composer68,album11,language6,5092
song852,artist6,composer0,album3,language6,4848
song853,artist18,composer20,album10,language2,5255
song854,artist87,composer59,album1,language7,5054
song855,artist60,composer74,album43,language4,5450
song856,artist79,composer98,album24,language5,4678
song857,artist42,composer10,album27,language2,4748
song858,artist11,composer14,album32,language9,4798
song859,artist65,composer19,album36,language0,4860
song860,artist21,composer41,album23,language3,5160
song861,artist38,composer43,album18,language1,5060
song862,artist98,composer63,album16,language0,5255
song863,artist19,composer64,album7,language4,4874
song864,artist88,composer66,album13,language8,5132
song865,artist23,composer2,album3,language1,5148
song866,artist74,composer20,album22,language0,5060
song867,artist68,composer82,album16,language4,5286
song868,artist27,composer61,album21,language1,5103
song869,artist78,composer0,album2,language5,4805
song870,artist67,composer66,album13,language2,4683
song871,artist57,composer13,album29,language0,5277
song872,artist88,composer27,album5,language2,4628
song873,artist41,composer23,album2,language5,4800
song874,artist1,composer67,album34,language3,4730
song875,artist0,composer83,album27,language2,5035
song876,artist84,composer21,album35,language5,5464
song877,artist89,composer86,album48,language4,5079
song878,artist24,composer99,album13,language2,4889
song879,artist45,composer41,album27,language9,4735
song880,artist27,composer92,album18,language2,5085
song881,artist0,composer34,album4,language2,5213
song882,artist15,composer49,album13,language5,4858
song883,artist46,composer58,album25,language9,4955
song884,artist88,composer90,album40,language3,5394
song885,artist61,composer60,album19,language8,4779
song886,artist53,composer86,album24,language3,4896
song887,artist91,composer79,album47,language1,5308
song888,artist1,composer22,album10,language1,4808
song889,artist75,composer33,album47,language4,4663
song890,artist61,composer64,album29,language8,4873
song891,artist81,composer98,album1,language3,5515
song892,artist23,composer98,album22,language1,4783
song893,artist24,composer39,album35,language3,4636
song894,artist2,composer3,album2,language4,5149
song895,artist71,composer59,album48,language1,5045
song896,artist42,composer67,album1,language7,5191
song897,artist54,composer97,album42,language0,4705
song898,artist75,composer55,album19,language2,5231
song899,artist75,composer19,album3,language1,4658
song900,artist86,composer31,album49,language5,4851
song901,artist81,composer22,album27,language8,5016
song902,artist36,composer83,album5,language5,5338
song903,artist43,composer48,album34,language9,4589
song904,artist4,composer55,album21,language1,5076
song905,artist76,composer91,album33,language1,4437
song906,artist26,composer22,album32,language8,4697
song907,artist65,composer18,album0,language0,4744
song908,artist90,composer28,album37,language2,5470
song909,artist11,composer42,album42,language1,5072
song910,artist76,composer70,album19,language3,4802
song911,artist46,composer55,album37,language6,4869
song912,artist58,composer53,album11,language5,4444
song913,artist86,composer22,album45,language1,5608
song914,artist52,composer44,album12,language2,5258
song915,artist30,composer99,album5,language2,5047
song916,artist46,composer59,album22,language1,4773
song917,artist83,composer58,album47,language1,4802
song918,artist56,composer54,album3,language8,4886
song919,artist85,composer52,album35,language6,4919
song920,artist68,composer95,album12,language7,4506
song921,artist12,composer30,album38,language3,5110
song922,artist62,composer44,album0,language5,5021
song923,artist87,composer81,album32,language3,5410
song924,artist71,composer50,album35,language0,4927
song925,artist76,composer44,album12,language1,5021
song926,artist13,composer60,album2,language1,4810
song927,artist23,composer63,album32,language9,5033
song928,artist62,composer67,album10,language5,4515
song929,artist1,composer73,album40,language8,4573
song930,artist66,composer77,album27,language8,5442
song931,artist78,composer63,album48,language1,5041
song932,artist99,composer82,album37,language5,5008
song933,artist40,composer27,album40,language4,4877
song934,artist47,composer53,album22,language4,5169
song935,artist48,composer20,album22,language4,4294
song936,artist65,composer14,album17,language0,5388
song937,artist87,composer62,album35,language6,5037
song938,artist23,composer25,album42,language6,5086
song939,artist15,composer97,album41,language8,4987
song940,artist22,composer4,album31,language9,5029
song941,artist78,composer77,album11,language9,4686
song942,artist43,composer95,album44,language1,4785
song943,artist99,composer89,album22,language7,4898
song944,artist39,composer88,album41,language0,5279
song945,artist72,composer49,album29,language4,5401
song946,artist15,composer90,album45,language7,5755
song947,artist3,composer57,album35,language1,4888
song948,artist80,composer31,album20,language0,4701
song949,artist76,composer15,album47,language7,5251
song950,artist31,composer27,album10,language9,5019
song951,artist1,composer22,album35,language2,4213
song952,artist19,composer39,album8,language1,4800
song953,artist35,composer16,album35,language3,5099
song954,artist92,composer10,album39,language3,5082
song955,artist42,composer85,album35,language4,4634
song956,artist63,composer94,album45,language1,4801
song957,artist54,composer36,album14,language4,4736
song958,artist44,composer13,album40,language8,4765
song959,artist39,composer44,album29,language6,4839
song960,artist55,composer50,album17,language0,5347
song961,artist80,composer24,album18,language2,5189
song962,artist18,composer76,album8,language3,4774
song963,artist11,composer86,album43,language6,4295
song964,artist17,composer55,album20,language2,4689
song965,artist69,composer59,album10,language4,4549
song966,artist86,composer81,album27,language4,4946
song967,artist24,composer98,album48,language3,4927
song968,artist83,composer77,album27,language1,4778
song969,artist79,composer78,album36,language7,5272
song970,artist20,composer27,album29,language9,5458
song971,artist77,composer58,album40,language7,5131
song972,artist16,composer62,album14,language5,4891
song973,artist85,composer82,album15,language3,4864
song974,artist25,composer68,album23,language5,5439
song975,artist18,composer71,album12,language5,5281
song976,artist57,composer38,album42,language2,4991
song977,artist9,composer88,album38,language2,4768
song978,artist87,composer64,album44,language3,4963
song979,artist36,composer4,album16,language4,4943
song980,artist99,composer27,album41,language4,5295
song981,artist40,composer11,album41,language6,4859
song982,artist35,composer66,album7,language3,4945
song983,artist27,composer73,album38,language2,4892
song984,artist75,composer98,album33,language6,4945
song985,artist79,composer46,album4,language6,4373
song986,artist2,composer48,album11,language0,4767
song987,artist31,composer60,album16,language9,5059
song988,artist34,composer12,album9,language6,5229
song989,artist15,composer66,album2,language1,5392
song990,artist33,composer52,album16,language5,4988
song991,artist43,composer16,album17,language5,4827
song992,artist74,composer2,album24,language8,4805
song993,artist29,composer94,album33,language5,4909
song994,artist97,composer97,album27,language9,4701
song995,artist9,composer32,album35,language5,4863
song996,artist65,composer98,album34,language7,5121
song997,artist64,composer6,album48,language5,4506
song998,artist26,composer3,album35,language5,4521
song999,artist50,composer29,album37,language3,5020
